Portal,Organization,Wikidata URI,DBpedia URI
iatiregistry_org,TB Alert,http://www.wikidata.org/entity/Q7669580,http://dbpedia.org/resource/TB_Alert
iatiregistry_org,Teach A Man To Fish,http://www.wikidata.org/entity/Q47223603,
iatiregistry_org,Tearfund,http://www.wikidata.org/entity/Q1974827,http://dbpedia.org/resource/Tearfund
iatiregistry_org,TEAR fund Nederland,,
iatiregistry_org,Tearfund VZW (TFBE),,
iatiregistry_org,TechnoServe,http://www.wikidata.org/entity/Q7692418,http://dbpedia.org/resource/TechnoServe
iatiregistry_org,Terre des Hommes Netherlands,,
iatiregistry_org,The Access to Nutrition Foundation,,
iatiregistry_org,The Asia Foundation,http://www.wikidata.org/entity/Q3537534,http://dbpedia.org/resource/The_Asia_Foundation
iatiregistry_org,Theatre for a Change Malawi,,
iatiregistry_org,Theatre for a Change UK,,
iatiregistry_org,The Carter Center,http://www.wikidata.org/entity/Q118483,http://dbpedia.org/resource/Carter_Center
iatiregistry_org,the center for victimized women and children,,
iatiregistry_org,the center for victimized women and children ,,
iatiregistry_org,The Coca-Cola Export Corporation,,
iatiregistry_org,The Commonwealth Fund for Technical Co-operation,,
iatiregistry_org,The Commonwealth Secretariat,,http://dbpedia.org/resource/Commonwealth_Secretariat
iatiregistry_org,The Convention on Business Integrity,,
iatiregistry_org,The Foundation Center,,
iatiregistry_org,The Freedom Fund,,
iatiregistry_org,The Global Alliance for Improved Nutrition,http://www.wikidata.org/entity/Q38084996,
iatiregistry_org,The Global Forum on MSM & HIV (MSMGF),,
iatiregistry_org,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",http://www.wikidata.org/entity/Q1414657,"http://dbpedia.org/resource/The_Global_Fund_to_Fight_AIDS,_Tuberculosis_and_Malaria"
iatiregistry_org,The HALO Trust,,http://dbpedia.org/resource/HALO_Trust
iatiregistry_org,The Hunger Project Netherlands,,
iatiregistry_org,The International Children's Trust,,
iatiregistry_org,The International Rescue Committee,,http://dbpedia.org/resource/International_Rescue_Committee
iatiregistry_org,The Joint United Nations Programme on HIV and AIDS (UNAIDS),,
iatiregistry_org,The Joint United Nations Programme on HIV and AIDS (UNAIDS) Secretariat,,
iatiregistry_org,The Leprosy Mission England and Wales,,
iatiregistry_org,The MENTOR Initiative,,
iatiregistry_org,The National Association of Municipalities of Benin (ANCB),,
iatiregistry_org,The OPEC Fund for International Development (OFID),,
iatiregistry_org,The Open University,http://www.wikidata.org/entity/Q2413375,http://dbpedia.org/resource/Open_University
iatiregistry_org,"The Population Council, Inc.",,
iatiregistry_org,The Power of Nutrition,http://www.wikidata.org/entity/Q38597825,
iatiregistry_org,The Princess Alia Foundation,,
iatiregistry_org,The Queen Elizabeth Diamond Jubilee Trust,,
iatiregistry_org,The Sabre Charitable Trust,,
iatiregistry_org,The Salvation Army International Development UK,,
iatiregistry_org,The United Nations High Commissioner for Refugees (UNHCR),,
iatiregistry_org,The University of Manchester,http://www.wikidata.org/entity/Q230899,http://dbpedia.org/resource/The_University_of_Manchester
iatiregistry_org,The University of Oxford,http://www.wikidata.org/entity/Q61960212,http://dbpedia.org/resource/University_of_Oxford
iatiregistry_org,The William and Flora Hewlett Foundation,http://www.wikidata.org/entity/Q1288412,http://dbpedia.org/resource/The_William_and_Flora_Hewlett_Foundation
iatiregistry_org,The World Bank,http://www.wikidata.org/entity/Q7164,http://dbpedia.org/resource/World_Bank
iatiregistry_org,Timidria,http://www.wikidata.org/entity/Q495230,http://dbpedia.org/resource/Timidria
iatiregistry_org,TradeMark East Africa,,
iatiregistry_org,Traidcraft Exchange,,
iatiregistry_org,Transnational Institute,http://www.wikidata.org/entity/Q1859678,http://dbpedia.org/resource/Transnational_Institute
iatiregistry_org,Transparency International Bangladesh,http://www.wikidata.org/entity/Q28130431,
iatiregistry_org,Transparency International Kenya,,http://dbpedia.org/resource/Transparency_International
iatiregistry_org,Transparency International Secretariat,,
iatiregistry_org,Transparency International UK,,
iatiregistry_org,TREE AID,http://www.wikidata.org/entity/Q7837530,http://dbpedia.org/resource/Tree_Aid
iatiregistry_org,Trianglen,http://www.wikidata.org/entity/Q12339755,
iatiregistry_org,Trias,http://www.wikidata.org/entity/Q134244,http://dbpedia.org/resource/Triassic
iatiregistry_org,Triple Line,http://www.wikidata.org/entity/Q61415798,
iatiregistry_org,Triple Line ,http://www.wikidata.org/entity/Q61415798,
iatiregistry_org,Triple Line & Crown Agents (Joint Venture),http://www.wikidata.org/entity/Q61415798,
iatiregistry_org,Trocaire (Northern Ireland),,
iatiregistry_org,Tropenbos International,,http://dbpedia.org/resource/Tropenbos_International
iatiregistry_org,Tropical Health and Education Trust,,
iatiregistry_org,Trust for Africa's Orphans,,
iatiregistry_org,Twaweza,http://www.wikidata.org/entity/Q30262093,
iatiregistry_org,Twin,http://www.wikidata.org/entity/Q159979,http://dbpedia.org/resource/Twin_towns_and_sister_cities
iatiregistry_org,UHAI EASHRI,,
iatiregistry_org,"UK - Department for Business, Energy and Industrial Strategy",,
iatiregistry_org,"UK - Department for Environment, Food and Rural Affairs",,
iatiregistry_org,UK - Department for International Development (DFID),,http://dbpedia.org/resource/Department_for_International_Development
iatiregistry_org,UK - Department for Work and Pensions,,
iatiregistry_org,UK - Department of Energy and Climate Change,,
iatiregistry_org,UK - Department of Health,,http://dbpedia.org/resource/Department_of_Health_(United_Kingdom)
iatiregistry_org,UK - Department of Health and Social Care (DHSC),,
iatiregistry_org,UK - Department of Health (DH),,
iatiregistry_org,UK - Foreign & Commonwealth Office,,
iatiregistry_org,UK - Home Office,,http://dbpedia.org/resource/Home_Office
iatiregistry_org,UK - Medical Research Council,,http://dbpedia.org/resource/Medical_Research_Council_(United_Kingdom)
iatiregistry_org,UK - Ministry of Defence,,http://dbpedia.org/resource/Ministry_of_Defence_(United_Kingdom)
iatiregistry_org,UK - Scottish Government,,
iatiregistry_org,UK - Welsh Government's Wales for Africa Programme,,
iatiregistry_org,ULB-Coopération,,
iatiregistry_org,UNESCO-IHE Institute for Water Education,,
iatiregistry_org,UN-Habitat,http://www.wikidata.org/entity/Q487883,http://dbpedia.org/resource/United_Nations_Human_Settlements_Programme
iatiregistry_org,Unicef Belgium,,
iatiregistry_org,Unicef Belgium National Committee,,
iatiregistry_org,UNICEF Netherlands National Committee,,
iatiregistry_org,Union des Villes et Communes de Wallonie (UVCW),,
iatiregistry_org,Union of Agricultural Work Committees,http://www.wikidata.org/entity/Q7886498,http://dbpedia.org/resource/Union_of_Agricultural_Work_Committees
iatiregistry_org,UNITAID,http://www.wikidata.org/entity/Q671399,http://dbpedia.org/resource/Unitaid
iatiregistry_org,United Disabled Persons of Kenya,,
iatiregistry_org,United Mission to Nepal,http://www.wikidata.org/entity/Q7888276,http://dbpedia.org/resource/United_Mission_to_Nepal
iatiregistry_org,United Nations Capital Development Fund,http://www.wikidata.org/entity/Q356037,http://dbpedia.org/resource/United_Nations_Capital_Development_Fund
iatiregistry_org,United Nations Central Emergency Response Fund (CERF),,
iatiregistry_org,United Nations Children's Fund (UNICEF),,http://dbpedia.org/resource/UNICEF
iatiregistry_org,United Nations Development Programme,http://www.wikidata.org/entity/Q161718,http://dbpedia.org/resource/United_Nations_Development_Programme
iatiregistry_org,United Nations Development Programme (UNDP),,http://dbpedia.org/resource/United_Nations_Development_Programme
iatiregistry_org,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",http://www.wikidata.org/entity/Q9259,http://dbpedia.org/resource/UNESCO
iatiregistry_org,United Nations Environment Programme (UNEP),,http://dbpedia.org/resource/United_Nations_Environment_Programme
iatiregistry_org,United Nations Foundation,http://www.wikidata.org/entity/Q1622260,http://dbpedia.org/resource/United_Nations_Foundation
iatiregistry_org,United Nations High Commissioner for Refugees (UNHCR),http://www.wikidata.org/entity/Q59668705,http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees
iatiregistry_org,United Nations Industrial Development Organization (UNIDO),,http://dbpedia.org/resource/United_Nations_Industrial_Development_Organization
iatiregistry_org,United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),,
iatiregistry_org,United Nations OCHA Financial Tracking Service (UN OCHA FTS),,
iatiregistry_org,United Nations Office for Project Services (UNOPS),,
iatiregistry_org,United Nations Office for the Coordination of Humanitarian Affairs (OCHA),,http://dbpedia.org/resource/Office_for_the_Coordination_of_Humanitarian_Affairs
iatiregistry_org,United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),,
iatiregistry_org,United Nations Population Fund,http://www.wikidata.org/entity/Q623036,http://dbpedia.org/resource/United_Nations_Population_Fund
iatiregistry_org,United Nations World Food Programme,http://www.wikidata.org/entity/Q204344,http://dbpedia.org/resource/World_Food_Programme
iatiregistry_org,United Nations World Food Programme (WFP),,http://dbpedia.org/resource/World_Food_Programme
iatiregistry_org,United Purpose,,
iatiregistry_org,United States,http://www.wikidata.org/entity/Q30,http://dbpedia.org/resource/United_States
iatiregistry_org,United States Agency for International Development,http://www.wikidata.org/entity/Q217072,http://dbpedia.org/resource/United_States_Agency_for_International_Development
iatiregistry_org,United States Agency for International Development (USAID),http://www.wikidata.org/entity/Q66322985,http://dbpedia.org/resource/United_States_Agency_for_International_Development
iatiregistry_org,United Work,http://www.wikidata.org/entity/Q1292795,http://dbpedia.org/resource/Mapam
iatiregistry_org,Universitair Centrum voor Ontwikkelingssamenwerking,http://www.wikidata.org/entity/Q50410646,
iatiregistry_org,University College London,http://www.wikidata.org/entity/Q193196,http://dbpedia.org/resource/University_College_London
iatiregistry_org,University of Amsterdam,http://www.wikidata.org/entity/Q214341,http://dbpedia.org/resource/University_of_Amsterdam
iatiregistry_org,University of Birmingham,http://www.wikidata.org/entity/Q223429,http://dbpedia.org/resource/University_of_Birmingham
iatiregistry_org,University of Leeds,http://www.wikidata.org/entity/Q503424,http://dbpedia.org/resource/University_of_Leeds
iatiregistry_org,University Twente,,
iatiregistry_org,UN Pooled Funds,,
iatiregistry_org,UN Women,http://www.wikidata.org/entity/Q641576,http://dbpedia.org/resource/UN_Women
iatiregistry_org,Upper Quartile,,http://dbpedia.org/resource/Quartile
iatiregistry_org,Urgent Action Fund-Africa,,http://dbpedia.org/resource/Urgent_Action_Fund-Africa
iatiregistry_org,Urgent Action Fund for Women's Human Rights,http://www.wikidata.org/entity/Q53768506,
iatiregistry_org,Urgent Action Fund Latin America and the Caribbean,,
iatiregistry_org,UTZ,http://www.wikidata.org/entity/Q19968425,http://dbpedia.org/resource/Jørn_Utzon
iatiregistry_org,UWEZO Youth Empowerment,,
iatiregistry_org,Varkey Foundation,http://www.wikidata.org/entity/Q22080947,
iatiregistry_org,VEI (Vitens-Evides International),,
iatiregistry_org,VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,,
iatiregistry_org,VIA Don Bosco,http://www.wikidata.org/entity/Q52811361,
iatiregistry_org,Vision Aid Overseas,http://www.wikidata.org/entity/Q7936132,http://dbpedia.org/resource/Vision_Aid_Overseas
iatiregistry_org,Vision for a Nation Foundation,http://www.wikidata.org/entity/Q30324080,
iatiregistry_org,Viva,http://www.wikidata.org/entity/Q200010,http://dbpedia.org/resource/Thesis
iatiregistry_org,Viva Salud,,
iatiregistry_org,Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),,
iatiregistry_org,VNG International,,
iatiregistry_org,Voluntary Health Association of India,http://www.wikidata.org/entity/Q30263048,
iatiregistry_org,Voluntary Health Association of India ,http://www.wikidata.org/entity/Q30263048,
iatiregistry_org,Voluntary Service Overseas (VSO),,http://dbpedia.org/resource/Voluntary_Service_Overseas
iatiregistry_org,VVOB Education for Development,,
iatiregistry_org,VVSG - Vereniging van Vlaamse Steden en Gemeenten,,
iatiregistry_org, VZW KBA FONCABA ASBL,,
iatiregistry_org,VZW KBA FONCABA ASBL,,
iatiregistry_org,Wageningen University & Research - Stichting Wageningen Research,http://www.wikidata.org/entity/Q422208,
iatiregistry_org,War Child Canada,http://www.wikidata.org/entity/Q1316033,http://dbpedia.org/resource/War_Child_(charity)
iatiregistry_org,War Child Holland,,http://dbpedia.org/resource/War_Child_(charity)
iatiregistry_org,War Child UK,,http://dbpedia.org/resource/War_Child_(charity)
iatiregistry_org,War on Want,http://www.wikidata.org/entity/Q7968725,http://dbpedia.org/resource/War_on_Want
iatiregistry_org,War on Want NI,,
iatiregistry_org,WASH Alliance International,,
iatiregistry_org,WASTE advisers on urban environment and development,,
iatiregistry_org,WaterAid,http://www.wikidata.org/entity/Q830594,http://dbpedia.org/resource/WaterAid
iatiregistry_org,Water Finance Facility,,
iatiregistry_org,Water for People,http://www.wikidata.org/entity/Q7973296,http://dbpedia.org/resource/Water_For_People
iatiregistry_org,Water Integrity Network Association,,
iatiregistry_org,Water & Sanitation for the Urban Poor (WSUP),http://www.wikidata.org/entity/Q283,
iatiregistry_org,Water Witness International,,
iatiregistry_org,Water Works,http://www.wikidata.org/entity/Q11849395,http://dbpedia.org/resource/Water_supply
iatiregistry_org,We Effect,,
iatiregistry_org,Welbodi Partnership,http://www.wikidata.org/entity/Q7980515,
iatiregistry_org,Wellfound,http://www.wikidata.org/entity/Q338021,http://dbpedia.org/resource/Well-founded_relation
iatiregistry_org,Welthungerhilfe,http://www.wikidata.org/entity/Q896030,http://dbpedia.org/resource/Welthungerhilfe
iatiregistry_org,Wemos Foundation,,
iatiregistry_org,Wereldsolidariteit-Solidarité Mondiale (WSM),,
iatiregistry_org,Wetlands International,http://www.wikidata.org/entity/Q2299233,http://dbpedia.org/resource/Wetlands_International
iatiregistry_org,Windle Trust Kenya,,
iatiregistry_org,Win Win Strategies,http://www.wikidata.org/entity/Q48414130,
iatiregistry_org,WNF Wereld Natuur Fonds,,
iatiregistry_org,Womankind Worldwide,http://www.wikidata.org/entity/Q8030776,http://dbpedia.org/resource/Womankind_Worldwide
iatiregistry_org,Women and Children First (UK),,
iatiregistry_org,"WO=MEN, Dutch Gender Platform",,
iatiregistry_org,Women Environmental Programme,,
iatiregistry_org,Women for Women International (UK),,
iatiregistry_org,Women Peacemakers Program,http://www.wikidata.org/entity/Q62033779,
iatiregistry_org,Women's Action Group,,
iatiregistry_org,Women's Environment & Development Organization,http://www.wikidata.org/entity/Q8030886,http://dbpedia.org/resource/Women's_Environment_&_Development_Organization
iatiregistry_org,Women's Global Network on Reproductive Rights,,
iatiregistry_org,Women's Refugee Commission,http://www.wikidata.org/entity/Q8031047,http://dbpedia.org/resource/Women's_Refugee_Commission
iatiregistry_org,World Agroforestry Centre,http://www.wikidata.org/entity/Q1362380,http://dbpedia.org/resource/World_Agroforestry_Centre
iatiregistry_org,World Association for Christian Communication (UK),,
iatiregistry_org,World Child Cancer UK,,
iatiregistry_org,World Economic Forum,http://www.wikidata.org/entity/Q170418,http://dbpedia.org/resource/World_Economic_Forum
iatiregistry_org,World Economic Forum Geneva,,
iatiregistry_org,World Federalist Movement - Institute for Global Policy,http://www.wikidata.org/entity/Q54851078,http://dbpedia.org/resource/World_Federalist_Movement
iatiregistry_org,World Health Organization,http://www.wikidata.org/entity/Q7817,http://dbpedia.org/resource/World_Health_Organization
iatiregistry_org,World Resources Institute,http://www.wikidata.org/entity/Q976978,http://dbpedia.org/resource/World_Resources_Institute
iatiregistry_org,World University Service of Canada,http://www.wikidata.org/entity/Q30268413,
iatiregistry_org,World Vision International,http://www.wikidata.org/entity/Q2594001,http://dbpedia.org/resource/World_Vision_International
iatiregistry_org,World Vision Netherlands,,
iatiregistry_org,World Vision Syria,,
iatiregistry_org,World Vision Syria ,,
iatiregistry_org,World Vision UK,http://www.wikidata.org/entity/Q66598436,
iatiregistry_org,World Vision Zimbabwe,,
iatiregistry_org,World Waternet,,
iatiregistry_org,World Wide Fund for Nature Belgium (WWF-BE),,
iatiregistry_org,World Wide Fund for Nature - Pakistan,,
iatiregistry_org,Worldwide Hospice Palliative Care Alliance,,
iatiregistry_org,WWF-UK,http://www.wikidata.org/entity/Q17021070,http://dbpedia.org/resource/World_Wide_Fund_for_Nature
iatiregistry_org,WYG International,,
iatiregistry_org,WYG International B.V.,,
iatiregistry_org,Y Care International,,
iatiregistry_org,YMCA of Liberia,,
iatiregistry_org,Young Innovations Pvt. Ltd,,
iatiregistry_org,Youth Business International,,
iatiregistry_org,Youth Net and Counselling - YONECO,,
iatiregistry_org,YWCA of Bangladesh,,
iatiregistry_org,Zimbabwe Educational Trust,,
iatiregistry_org,Zimmerman & Zimmerman,http://www.wikidata.org/entity/Q17053995,
iatiregistry_org,Zing,http://www.wikidata.org/entity/Q321099,http://dbpedia.org/resource/Ginger
iatiregistry_org,ZOA,http://www.wikidata.org/entity/Q217999,http://dbpedia.org/resource/Zoroaster
iatiregistry_org,,,
leedsdatamill_org,Aspire,http://www.wikidata.org/entity/Q126397,http://dbpedia.org/resource/Hope
leedsdatamill_org,Care Quality Commission,http://www.wikidata.org/entity/Q5038860,http://dbpedia.org/resource/Care_Quality_Commission
leedsdatamill_org,City of Bradford Metropolitan District Council,http://www.wikidata.org/entity/Q55139208,http://dbpedia.org/resource/City_of_Bradford
leedsdatamill_org,Companies House,http://www.wikidata.org/entity/Q257303,http://dbpedia.org/resource/Companies_House
leedsdatamill_org,Data Flock,,
leedsdatamill_org,Data Mill North,,
leedsdatamill_org,Department for Communities and Local Government,http://www.wikidata.org/entity/Q601819,http://dbpedia.org/resource/Department_for_Communities_and_Local_Government
leedsdatamill_org,Department for Environment Food and Rural Affairs,,"http://dbpedia.org/resource/Department_for_Environment,_Food_and_Rural_Affairs"
leedsdatamill_org,Department for Transport,http://www.wikidata.org/entity/Q2982287,http://dbpedia.org/resource/Department_for_Transport
leedsdatamill_org,Durham County Council,http://www.wikidata.org/entity/Q5316492,http://dbpedia.org/resource/County_Durham
leedsdatamill_org,Environment Agency,http://www.wikidata.org/entity/Q5381011,http://dbpedia.org/resource/Environment_Agency
leedsdatamill_org,GetTheData,,
leedsdatamill_org,Hebe Works,,
leedsdatamill_org,Heritage Lottery Fund,http://www.wikidata.org/entity/Q5742662,http://dbpedia.org/resource/National_Lottery_(United_Kingdom)
leedsdatamill_org,Highways England,http://www.wikidata.org/entity/Q5760006,
leedsdatamill_org,HSCIC,,
leedsdatamill_org,Leeds and York Partnership NHS Foundation Trust,http://www.wikidata.org/entity/Q16964314,
leedsdatamill_org,Leeds Art Crawl,,
leedsdatamill_org,Leeds Asylum Seekers Support Network,,
leedsdatamill_org,Leeds Beer Quest,,
leedsdatamill_org,Leeds City Council,http://www.wikidata.org/entity/Q6515870,http://dbpedia.org/resource/City_of_Leeds
leedsdatamill_org,Leeds Civic Trust,,
leedsdatamill_org,Leeds Data Mill,,
leedsdatamill_org,Leeds Housing Concern,,
leedsdatamill_org,Leeds Innovation Labs,,
leedsdatamill_org,Leeds Observatory,,
leedsdatamill_org,Leeds United Football Club,http://www.wikidata.org/entity/Q1128631,http://dbpedia.org/resource/Leeds_United_A.F.C.
leedsdatamill_org,Met Office,http://www.wikidata.org/entity/Q1851405,http://dbpedia.org/resource/Met_Office
leedsdatamill_org,National Rail,http://www.wikidata.org/entity/Q26334,http://dbpedia.org/resource/Amtrak
leedsdatamill_org,Newcastle City Council,http://www.wikidata.org/entity/Q16998823,http://dbpedia.org/resource/Newcastle_City_Council
leedsdatamill_org,Newcastle City Council ,http://www.wikidata.org/entity/Q16998823,http://dbpedia.org/resource/Newcastle_City_Council
leedsdatamill_org,NHS Digital,http://www.wikidata.org/entity/Q6030681,
leedsdatamill_org,NHS Leeds North Clinical Commissioning Group,,
leedsdatamill_org,Northern Powergrid,http://www.wikidata.org/entity/Q7058871,http://dbpedia.org/resource/Northern_Powergrid
leedsdatamill_org,North Tyneside Metropolitan Council,,
leedsdatamill_org,ODI Leeds,,
leedsdatamill_org,Office for Low Emission Vehicles,,
leedsdatamill_org,Office of National Statistics,,http://dbpedia.org/resource/Office_for_National_Statistics
leedsdatamill_org,Ordnance Survey,http://www.wikidata.org/entity/Q548721,http://dbpedia.org/resource/Ordnance_Survey
leedsdatamill_org,Otley All Saints C of E Primary School,,
leedsdatamill_org,Our Parks,,
leedsdatamill_org,Patient Opinion,http://www.wikidata.org/entity/Q22084195,http://dbpedia.org/resource/Patient_opinion_leader
leedsdatamill_org,Public health England,http://www.wikidata.org/entity/Q7257402,http://dbpedia.org/resource/Health_and_Social_Care_Act_2012
leedsdatamill_org,Stockport Metropolitan Borough Council,http://www.wikidata.org/entity/Q7618164,http://dbpedia.org/resource/Stockport_Metropolitan_Borough_Council
leedsdatamill_org,Student Data Labs,,
leedsdatamill_org,Sunderland City Council,http://www.wikidata.org/entity/Q17022675,http://dbpedia.org/resource/City_of_Sunderland
leedsdatamill_org,Superfast West Yorkshire,,
leedsdatamill_org,The Leeds Teach Hospitals NHS Trust,,
leedsdatamill_org,Things to do withdata,,
leedsdatamill_org,Things to do with data,,
leedsdatamill_org,Traveline,http://www.wikidata.org/entity/Q7836016,http://dbpedia.org/resource/Traveline
leedsdatamill_org,UK Sport,http://www.wikidata.org/entity/Q1282250,http://dbpedia.org/resource/UK_Sport
leedsdatamill_org,University of Leeds,http://www.wikidata.org/entity/Q503424,http://dbpedia.org/resource/University_of_Leeds
leedsdatamill_org,West Yorkshire Combined Authority,http://www.wikidata.org/entity/Q17035952,
leedsdatamill_org,West Yorkshire Fire & Rescue Service,http://www.wikidata.org/entity/Q7987037,
leedsdatamill_org,West Yorkshire Joint Services,http://www.wikidata.org/entity/Q7987039,http://dbpedia.org/resource/West_Yorkshire_Joint_Services
leedsdatamill_org,White Rose Shopping Centre,,http://dbpedia.org/resource/White_Rose_Centre
leedsdatamill_org,Yorkshire Water,http://www.wikidata.org/entity/Q1738151,http://dbpedia.org/resource/Yorkshire_Water
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Abdulbaki Uzun, Service-centric Networking, TU Berlin",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Aftab Iqbal,http://www.wikidata.org/entity/Q4690417,http://dbpedia.org/resource/Aftab_Iqbal
linkeddatacatalog_dws_informatik_uni-mannheim_de,Agile Knowledge and Semantic Web Research Group (AKSW),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"AlchemyAPI, Inc.",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Alexei Bulazel,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Alex Viggio,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Aliaksandr Autayeu,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Allen Institute for Brain Science,http://www.wikidata.org/entity/Q4731705,http://dbpedia.org/resource/Allen_Institute_for_Brain_Science
linkeddatacatalog_dws_informatik_uni-mannheim_de,Amelie Gyrard,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,American National Corpus maintainer,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Amrapali Zaveri,http://www.wikidata.org/entity/Q34315853,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Andra Waagmeester,http://www.wikidata.org/entity/Q19845625,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Andrea Ballatore,http://www.wikidata.org/entity/Q55834000,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Andreas Blumauer,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Andreas Harth,http://www.wikidata.org/entity/Q51283156,
linkeddatacatalog_dws_informatik_uni-mannheim_de,André Bittar,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Angelo Veltens,,
linkeddatacatalog_dws_informatik_uni-mannheim_de, Anja Jentzsch,http://www.wikidata.org/entity/Q30766768,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Anja Jentzsch,http://www.wikidata.org/entity/Q30766768,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Antoine Isaac <http://www.few.vu.nl/~aisaac>, Rameau committee <http://rameau.bnf.fr>",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Antonio De Marinis,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Armando Stellato,http://www.wikidata.org/entity/Q59505759,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ayuntamiento de Zaragoza,http://www.wikidata.org/entity/Q8210811,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Barry Norton,http://www.wikidata.org/entity/Q4864570,http://dbpedia.org/resource/Barry_Norton
linkeddatacatalog_dws_informatik_uni-mannheim_de,Basque Government Administration,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bayerische Staatsbibliothek,http://www.wikidata.org/entity/Q256507,http://dbpedia.org/resource/Bavarian_State_Library
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ben Hussey,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Benjamin Nowack,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Benjamin Zapilko,http://www.wikidata.org/entity/Q61095922,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ben O'Steen,http://www.wikidata.org/entity/Q43370817,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ben O'Steen (JISC OpenBib Project),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bernard Vatant,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bernhard Haslhofer and Antoine Isaac,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bin Chen,http://www.wikidata.org/entity/Q57172672,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bio2RDF,http://www.wikidata.org/entity/Q4914599,http://dbpedia.org/resource/Bio2RDF
linkeddatacatalog_dws_informatik_uni-mannheim_de,BioPortal project on behalf of ontology owner.,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Boanerges Aleman-Meza,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bob Arko,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bob Techentin,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Boris Villazón-Terrazas,http://www.wikidata.org/entity/Q60923251,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Börje Lewin,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Boyan Simeonov,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bradley P. Allen <http://bradleypallen.org>,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Brian Sletten,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"British Oceanographic Data Centre, Natural Environment Research Council, UK",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Bruce Whealton,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Camera dei deputati,http://www.wikidata.org/entity/Q841424,http://dbpedia.org/resource/Italian_Chamber_of_Deputies
linkeddatacatalog_dws_informatik_uni-mannheim_de,Carlos Pedrinaci,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Carsten Blüm,http://www.wikidata.org/entity/Q55400928,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Carsten Klee,http://www.wikidata.org/entity/Q1045590,http://dbpedia.org/resource/Carsten_Klee
linkeddatacatalog_dws_informatik_uni-mannheim_de,"chantana chantrapornchai, chidchanok choksuchat",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Bizer,http://www.wikidata.org/entity/Q17744291,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Davis and Alfredas Chmieliauskas,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Keene,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Taggart,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Taggart ,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Chris Taggart http://countculture.wordpress.com/,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christian Becker,http://www.wikidata.org/entity/Q107649,http://dbpedia.org/resource/Christian_Becker
